Geneid	0_R1	0_R2	0_R3	30_R1	30_R2	30_R3	45_R1	45_R2	45_R3	75_R1	75_R2	75_R3	135_R1	135_R2	135_R3	gene_length	Entity	Symbol
gene-FTB24_08760	3.3332001785355136	2.526617207958046	4.707983816643649	4.564724054108258	3.763066676324772	5.7260218672379	4.944134985703878	3.7250150716983437	5.3355765264280075	6.301700754209139	7.108558796255783	9.271770900000456	17.340683780563143	17.18995212668101	23.637350564716307	933	host	gene-FTB24_08760
gene-FTB24_15830	148.951978463721	104.48885037009163	134.753905193179	128.4532832647794	111.14630082463707	108.74306026127061	129.54917333954836	119.23204753022114	113.58873305936051	141.55281066026623	120.3068275678195	138.89164445970428	167.24514173548593	140.3961472980051	156.56070486306965	618	host	nth
gene-JD032_9	4.6396820388168605	2.357039225121717	4.737945098617759	5855.957782870746	2946.2228908512225	2932.904524812224	5133.766628345423	4698.572125856432	4711.5669989204725	2447.284358415961	2453.396573980286	2524.2907034772534	2635.2366429404133	6180.908887906924	4594.315018104621	381	phage	gene-JD032_9
gene-FTB24_08635	13.223034143935164	16.370373993228174	11.73491390484615	14.38813358946961	17.192108840420733	20.66129858548486	15.04621382486461	15.13729854565428	16.7010905729049	16.16693902245675	16.494109476162656	17.191533325335957	25.883015716111306	24.38367591961271	29.07321940789154	864	host	gene-FTB24_08635
gene-FTB24_14235	921.7945666751992	777.8674353829226	581.796339364809	972.5992047861605	893.1253340347332	834.8650484917773	632.1559730912592	590.0157644422817	660.6756099915558	489.85758807668566	423.05405362704005	545.7701726308057	790.4419209514089	581.694078737889	708.7035526823963	447	host	gene-FTB24_14235
gene-FTB24_07365	13.702517745439385	12.203858444869608	18.674038785241716	11.539907910838973	11.842255117664939	14.384382554102977	14.627798534962926	13.315858474691781	11.856284216694483	11.297516150105242	10.294735105523626	11.593947593267746	17.994439254621373	23.745161201468843	22.023085427715323	1044	host	gene-FTB24_07365
gene-FTB24_08505	54.4097466490172	55.5717066280231	35.44372353911175	51.97539886201098	74.99727413126334	80.07518579875943	61.96673126280962	61.1582242994075	67.1691336921965	53.205816654280355	49.17980789963168	53.738758798712425	68.27939227917464	58.40630005010949	72.1813756588632	657	host	gene-FTB24_08505
gene-FTB24_07540	2.4122624250063596	2.040224651975025	2.7824297266833127	1.7267657852182456	2.478409216164241	3.31876779462314	2.8343973205067057	2.789301136839037	2.8944721724990496	2.819644182442648	2.893182889213379	3.6812596696675612	3.884983796326537	5.327077811848189	5.32192333862746	2022	host	gene-FTB24_07540
gene-FTB24_01825	5.122504917650528	3.6638456080082102	7.270771582587169	4.689465762493799	2.8896635465111213	4.916484188954792	4.788902464688092	4.347121633623793	4.484768377619217	3.431350323133677	3.243710312257286	4.625803097923354	6.314063026710561	8.763456458326973	8.834203655698051	1080	host	gene-FTB24_01825
gene-FTB24_14460	46.273619791657644	32.59805223252022	41.576405122169994	88.31225046101575	49.03009308252377	50.57481000779033	45.883959666246504	37.617003227166755	36.82830981282221	35.87483473430112	31.359958575899306	30.49841287175948	49.85780575428479	51.77157483898094	44.501411113182385	885	host	gene-FTB24_14460
gene-FTB24_19420	10.21902925245583	11.87872942819278	8.118431323742652	8.32329421048683	8.256181561460346	12.237348901517624	14.976876433966616	13.307515204970796	12.902607435610843	13.10323337680168	16.735925605543834	17.91777997661587	19.45509616073282	20.743148580379447	17.958053332894398	378	host	gene-FTB24_19420
gene-FTB24_13430	1.7272518142831612	2.1388428332860934	4.863139544062809	2.4743412314665774	1.8597950540939379	2.591851269572616	3.570701416696676	2.3234958023480305	3.155113431490907	2.7456108113207236	2.9055238002168013	4.268388005773262	5.291270671216211	10.248385194006566	8.331325764101763	1194	host	gene-FTB24_13430
gene-FTB24_10485	278.0760447756843	317.97754092837215	227.66654065609433	394.3070588712711	577.3321898927445	491.3467940986108	451.0106508210718	443.2807462221196	436.17989221038516	340.43167318782196	302.26544513280083	320.33110606230014	446.77686957502243	340.22413492686877	445.76522708587873	372	host	gene-FTB24_10485
gene-FTB24_05720	35.25972016888812	25.065550265707028	45.5639046745928	33.37584723404677	25.814149142558566	28.925454616309086	29.472568082906193	26.96018042095332	25.19305127789108	29.92334649261013	25.84344330196143	24.022606789118583	44.006021123084096	48.20453268673721	37.27430222683864	2490	host	priA
gene-FTB24_07490	1120.1302713808554	882.9265754408677	145.14519855554977	261.4817517976265	48.1765877779687	12.158910973161774	92.63143268805968	24.522918057630456	8.168365558038994	40.517119084998534	15.727308879847548	8.610987400868456	37.11930676850978	22.764391691913428	15.276659624892204	1503	host	gene-FTB24_07490
gene-FTB24_13405	28.42977941182535	16.78753410270812	33.66374018853033	33.52910410038564	21.194871085428765	24.123462132241784	27.579040928853843	18.731226807429163	20.484482589666154	22.664033215375657	18.5685605279992	18.486430954733784	48.30408789273643	48.16283884142156	37.76357858669685	555	host	gene-FTB24_13405
gene-FTB24_13105	4.085713576208251	3.865672136691845	5.17460046501244	2.978365552766921	63.89840834935288	3.966572671145979	3.4839664358060345	3.572976685170241	4.044482897624636	4.2304319052333	3.8049640848662407	4.210301615283737	3.6378364738904523	6.328856042581524	4.523239239836415	1314	host	gene-FTB24_13105
gene-FTB24_01400	4.90462710297694	5.280240093385693	12.859036128281044	3.1639411067823224	1.9517427331031965	3.9347848065340076	2.5164399428344995	2.1598893858178765	2.1876918915215695	1.9451369427573644	2.567667579135364	2.4533642228305235	4.425926532352966	8.646811381621587	6.467079114150125	861	host	gene-FTB24_01400
gene-FTB24_15420	26.099351223947725	24.932604589103203	14.57224311555824	27.14495951573405	39.929071485699986	36.74159362342978	43.83707959402293	44.50586124135168	37.205272357187994	43.34167142846714	43.72935400158228	38.09112207192879	51.93752684156154	37.822572216691874	37.66580508137035	735	host	gene-FTB24_15420
gene-FTB24_16070	27.322572006365952	41.395501391200156	26.61145830390308	17.37149987180058	24.888561860319896	28.343230912026705	31.689917458922366	28.685935066749504	30.325156254177188	26.327456219440254	27.27186454721018	27.281066729812732	27.987764319416428	27.75157100696434	27.135498927454606	762	host	gene-FTB24_16070
gene-JD032_54	4.091941798123203	2.6894185846017717	6.017190275244554	253.5508874766534	181.04853527948526	247.9808267453486	5557.440416647816	5099.9781760235555	4012.3260588393928	12552.258910183722	9143.200569591943	9458.199529505306	7042.733756153371	13324.102201249483	9904.199506015984	240	phage	gene-JD032_54
gene-FTB24_14545	919.4760527774445	450.3578860245736	624.5284736821737	856.6539856512486	425.58186495614177	368.2406085543028	636.294100250005	337.2930701337769	242.0935778064095	328.4284612818656	236.2671372590302	235.9134407785471	471.1571281653397	484.0433911595405	381.624590953049	1443	host	gene-FTB24_14545
gene-FTB24_03095	85.12904870599314	109.14772802028031	83.44449618341683	75.32108610195627	98.15608456065888	106.13969378655831	99.6807034583003	105.61605023814643	108.48175417237324	108.93983182385794	115.75235420972973	138.04179458365672	61.8364232656297	55.269478816354535	64.39428038256791	786	host	gene-FTB24_03095
gene-FTB24_13905	1.8186407991658682	1.4616405351096584	5.571472477078291	2.0205557972866277	1.319798254416137	2.3375921757300393	2.265021436001124	1.6760412142624206	1.8491883501468127	1.9177618993475478	2.106049777982583	2.6776880348717405	3.6561210540695344	7.975112048895886	6.643755618117183	1728	host	gene-FTB24_13905
gene-FTB24_16440	33.48117711264363	34.518102877149694	27.745932935849886	37.70756788114332	40.727584869961554	44.01309035903578	43.294266876707205	40.1233681170965	41.57754016751149	40.720890084726776	38.75446514819239	38.931255602656954	58.34937067624877	48.818685893793024	51.09355819229955	1800	host	blaR1
gene-FTB24_09640	148.1763775739227	96.55704510889856	148.5920460640671	136.90070563662883	90.53910582347925	87.55015046274167	94.8361256449835	79.43465477800083	74.38414916020704	104.20498232617597	86.82980351959192	100.061294742669	144.45339449928983	121.50851345557349	128.5209440941395	3438	host	gene-FTB24_09640
gene-FTB24_04295	241.65706278234416	129.54121433440054	155.97115606925337	286.09132293809023	137.39478717923018	144.02926805916712	116.98320939346715	101.73650363932425	101.56025548323063	115.33566284991059	106.54428885318173	99.69889837348536	420.1690286683287	373.2052434668269	342.8256893317965	2112	host	gene-FTB24_04295
gene-FTB24_17080	2229.9216300003895	2136.863073846885	1416.8899627075862	2471.9991482558225	2661.239737824362	2542.487487741669	2452.3540359711424	2305.1927295730275	2468.983012099843	2102.1118900632337	1948.9312130210064	2072.4643627189275	1985.2352468749777	1364.4823286270655	1739.2664298929728	285	host	gene-FTB24_17080
gene-FTB24_06670	379.35499929267297	438.27562119436277	350.2599030589885	332.68364853785977	437.5246985166198	429.7147939385027	331.1964677530533	331.8365576027398	348.1924337623809	342.7684350566227	375.598559781766	392.5551025679924	274.5035461830267	235.97368575839067	271.04431033985065	486	host	gene-FTB24_06670
gene-FTB24_09425	0.4970688518327535	0.3551057265342337	2.4690929003624618	1.9419992311648546	0.8136671507988515	1.46036127247343	1.8445851669696172	0.9478750723793042	0.9849952239348063	1.4943808348704983	1.4878590358857633	1.987999642602126	2.4774459368552986	4.867747349763664	4.7047058763107295	2766	host	gene-FTB24_09425
gene-FTB24_06095	134.40920152652964	106.60903654703274	120.0967944098482	156.78104187146198	130.62615111066472	143.8616555782831	109.54351384077499	108.90469966801493	98.67042742138833	94.26136478801665	94.21637318093143	70.80245320906523	125.99766743970525	117.33859439904299	111.74629119065817	1218	host	gene-FTB24_06095
gene-FTB24_17775	26.067184788044106	26.24456783041342	26.68735316520501	32.54205029124485	38.06576018000227	37.884074486670045	38.958368699219335	47.93125022008572	45.78201052152951	29.628390290135016	28.846977145899746	33.901858945854386	28.28947846281104	33.3671354689437	36.147823482987434	540	host	gene-FTB24_17775
gene-FTB24_02320	0.541722791240897	0.5307517404086135	5.405513722441916	0.3628213355894622	0.39017551978259823	2.502844059120701	1.569680508839685	0.9369314380288918	1.868653490674674	0.5475559026277145	1.6483221169495816	2.0212705240104905	0.8297579697179086	6.8341385716143765	4.880843596311724	846	host	gene-FTB24_02320
gene-FTB24_10180	2.7529883657098	1.458958625870925	5.957386396362153	2.434689272020342	1.7665286147955248	3.162909567161213	2.9923218971024026	1.5616074973639624	2.5201106709098813	1.9614634874652637	2.5742815429066015	2.973547462737505	2.6833915993170896	8.325805049464227	7.581285314996704	1308	host	grdB
gene-FTB24_12465	413.8107295332798	232.2434376401931	625.6335016952991	658.2878555934259	229.58077651515686	278.66650944521723	262.2073441489433	237.63685893296102	268.00803333561	289.52018351440404	216.60668974644153	252.86688746701827	601.5859258197929	659.7554232916841	493.4899792435212	312	host	gene-FTB24_12465
gene-FTB24_14475	102.90998453210997	102.20059428941464	71.69908718777994	107.60780370361947	129.51747951504422	118.25772208253856	107.71683223228992	101.03699632112622	102.45376035078384	92.97412082443107	96.17106971995489	99.94560916966545	116.54761367761887	102.56695828877277	119.79359937415764	522	host	gene-FTB24_14475
gene-FTB24_01565	19.26177820333937	18.871685795920182	15.435401140844727	17.154547680585026	23.09314730564657	21.410114929014654	21.27150565983665	20.147472822577132	21.643882170249267	22.15458795588483	25.114451054209855	25.001203670772213	14.50942616240266	13.57323417977003	15.731556958942278	1380	host	gene-FTB24_01565
gene-FTB24_17390	26.01305857378322	12.52834744379707	25.78795832247666	32.887162490216255	14.02161604127821	17.35419813410642	18.4090772834173	13.972890965219335	14.41532692806177	14.529034850356538	8.502929944752108	12.573491642006433	27.358728976030527	31.46829926682564	22.902724699901036	336	host	gene-FTB24_17390
gene-FTB24_07855	24.497091564764244	18.942861335021174	22.288675644551702	25.067326075875947	26.68215292033298	29.345076487325873	22.889659483245648	21.34041529233499	22.78822931877765	20.489120679480898	17.11923228876758	21.23523032872198	24.346284200051606	31.152437686169865	31.72492873470845	1200	host	gene-FTB24_07855
gene-FTB24_06030	45.33794668343079	37.066654997410005	34.60590651255671	47.67523451242096	47.52447739549168	52.406246396739235	37.62578868335067	40.648410080638065	41.005100541847064	40.26167280556633	30.711678110309652	37.464676191518386	49.27794010904182	43.318918482200864	48.562623097404575	639	host	recX
gene-FTB24_07860	51.422885351264846	48.4529461219585	37.892685266260614	54.9869855874341	64.50831127667503	73.34359132474053	57.05761441177169	62.06793156025574	66.19732964569683	50.782720351121625	47.11403897531308	54.34291530703513	39.03198524789374	42.050890208673415	52.32359985964442	501	host	gene-FTB24_07860
gene-FTB24_14660	1.4411870483955935	0.7412999544103324	8.060764330987986	2.7992008325005866	1.3588548462548669	2.745354754892686	2.637437359440662	1.7639876072729728	2.877021223378366	1.65840298636214	2.951960584593185	3.7114205936991733	2.6489631787975494	10.062028162146325	8.538546112998846	795	host	gene-FTB24_14660
gene-FTB24_10800	88.31244336674878	55.39996291416671	47.23338480308549	85.28510272721886	81.88723720882453	84.67373831258803	69.52995484369995	66.29060659523748	59.487083143550244	72.25119074179042	46.993740627300085	46.44301806281709	107.21013447669776	94.24795629125774	91.41408529276816	579	host	gene-FTB24_10800
gene-FTB24_01765	358.55694478123235	305.41095725568	181.15651659335842	321.6159019743424	363.67576853486	297.7586029864881	262.41167559506226	259.40958190439153	249.20553996083785	188.29840591116218	178.67924778471632	214.60187367684392	205.40580904408912	167.04771440260848	204.5474651501071	939	host	gene-FTB24_01765
gene-FTB24_09880	128.10328360953724	121.0000697943137	53.160000805683595	48.246388332530444	96.85523313024612	105.05370973855219	49.246459096331066	48.49718844986697	43.75383783043139	22.0172947563174	29.126567615627824	30.7124854561747	24.368478539241618	21.034441871604287	22.465228008892286	369	host	gene-FTB24_09880
gene-FTB24_09875	124.02243108457968	161.42215470674472	52.5892646007146	81.57174923894425	214.56971672053268	171.74957335828006	85.66042740890664	152.67939396142103	162.29939220225643	47.076452603968136	90.28314234021346	80.96101935340728	44.1622055311535	68.41559537320272	77.3142941287161	246	host	gene-FTB24_09875
gene-FTB24_00590	3.401094481556948	3.766097170983847	8.726228321242102	4.8168066273549055	4.286863503065949	7.615046819638368	4.689728984373385	4.355186794354079	5.533155790569165	5.707490797220352	4.858817111286919	6.241386904545762	4.630634458091779	13.200185460241466	7.989716229381589	231	host	gene-FTB24_00590
gene-FTB24_07235	11.544415507748555	18.031136572251324	16.85976019150648	18.90614655234654	20.150329412962165	26.123330233123358	24.47911365616122	20.766035584673798	21.936367064441825	21.51766506981821	21.03140160247865	20.895077897827118	29.55175278486017	30.417818669252075	36.419838877090186	207	host	gene-FTB24_07235
gene-FTB24_14160	44.6491223087017	31.897309513737333	53.957427550143784	33.46223855561894	23.87525290887877	25.490756603539918	20.28016382697775	20.657388729504593	19.152166596226326	21.925160261435487	17.507672148538767	18.761756563081363	27.326436705763737	30.94469706253327	25.264730347346514	915	host	gene-FTB24_14160
gene-FTB24_19085	108.91637675004476	77.08800451837607	51.8146940368281	120.7892696399918	172.82410826249205	156.04056157991485	154.23717397531465	196.65550247345732	153.8524707322148	138.7937214036763	159.14125674375552	122.73383611044963	297.75140351448823	223.42536130853148	237.1235429332723	162	host	gene-FTB24_19085
gene-FTB24_17780	902.8905131555514	914.4799034754707	518.1152542688852	892.1703562018039	1089.438974956888	1021.0585469571927	876.0802342887381	889.737829182118	954.0228844997089	695.3832206982005	758.9503031255831	788.918734138152	660.8378983796149	482.6513309277863	641.4986738507017	633	host	gene-FTB24_17780
gene-FTB24_15055	66.64560761943254	36.378608873840385	79.1845525804752	83.93077927190606	44.69948298509391	56.51694631321498	56.342408220527965	47.56428540685774	46.21024361314246	75.01954612716537	52.395369242893786	57.27923970247375	118.04047974567354	120.36002437011837	102.9691606426445	864	host	gene-FTB24_15055
gene-FTB24_16975	34.02727925168288	24.59563088613187	32.491577810250966	25.300006450157714	19.880719007988088	24.490805936379356	29.430158364703527	22.318636376051277	22.808051017019853	22.571427359218653	21.826835746030337	22.805502320565495	31.761229628588037	37.83230723807523	35.40719589904413	963	host	gene-FTB24_16975
gene-FTB24_04215	964.578489891214	1001.3399318677535	492.2359439137466	709.1723253530718	947.4155541055356	787.3118453244549	813.2204099217711	779.5087024852492	837.1730839400763	604.5204772339722	566.3669203374913	657.7504002302599	735.0133784856645	598.2162650933883	698.2163990025143	687	host	gene-FTB24_04215
gene-FTB24_10290	2.8715381039461074	2.6510727114539554	1.5428693013447574	3.986995182687036	4.3331454302245564	7.033841416849954	6.225206399003669	4.525632701285614	2.13344244684315	3.366164284606379	3.717880299729667	2.624426505573992	3.6991176579442677	4.382247804614575	3.6305428443673153	741	host	gene-FTB24_10290
gene-FTB24_09720	22.815675480444526	17.134167296423527	19.854701918315364	24.76072372299297	18.119335524743395	20.36424386129629	24.473997853934225	23.57470921343403	23.594109730740833	16.63685005155722	14.963629801763531	16.97162657851074	31.288939775856257	28.26706381385041	27.665583629170648	891	host	metA
gene-FTB24_03750	26.461833910010753	15.381559456724458	13.842678597411968	12.446111084104958	16.268343301344235	13.603480771514063	15.766112776000154	14.186022310021341	11.98948145694623	13.658085178812932	13.949624070435975	14.501864583373067	23.68085225177668	24.80571764340678	22.417435704150055	1341	host	gene-FTB24_03750
gene-FTB24_05005	5.00324761342575	5.678058602766603	6.787951183863943	6.646047150497364	5.459978988621113	6.0693758251945455	7.782743649091823	5.680127172840254	6.658608071574384	8.039525866260462	6.18844974144986	7.174394066472375	12.602175627418715	12.911971803904315	11.429001966194802	687	host	gene-FTB24_05005
gene-FTB24_05115	148.6268515180382	144.51088766435905	195.38577617891798	113.34100635995986	122.10169839767153	177.8546216017071	115.28178067371239	158.7390497114573	178.61749917759298	132.2935728030451	226.74479852672292	180.36456976119575	120.26176839921332	99.22898035629792	115.77850624856057	87	host	gene-FTB24_05115
gene-FTB24_05865	83.34290105582826	62.95325288515544	91.82991284922768	112.2015174328369	69.36994796582934	79.82459489014312	68.56980724091743	66.08113152298324	66.8472908177567	78.32895332226148	63.18213169758143	66.5753167062635	98.41506186624855	106.743121343358	90.63258860807245	555	host	rsmD
gene-FTB24_04925	715.3602436532905	588.8983707597165	369.5441081831394	705.3531536419056	722.5192735167432	670.1962695812479	573.4943976096932	553.8345873486937	542.0833405273461	447.763594491925	398.6489946190756	408.7197024714236	724.6488613213166	546.1193007853389	569.982954584718	258	host	hfq
gene-FTB24_06460	165.8483077174809	76.79742269634231	51.4372717077357	189.98524782654496	193.76162080793242	196.4453112507367	164.8351083747915	189.69258037631099	164.019553165348	174.2708752822296	163.47568538942764	174.9172481236833	307.37625607259855	291.7524861669498	368.31761830525346	558	host	raiA
gene-FTB24_03070	701.914519998062	654.260619022478	424.5462027533657	685.8935781910122	673.0693245258211	604.5365262034227	560.9487373502212	526.6227350447109	589.0826315269094	451.00260913803146	484.7299915171276	566.4383856105878	439.50830872200964	335.48026899324793	436.245527845968	405	host	gene-FTB24_03070
gene-FTB24_13765	32.504641117379926	17.06682967139955	37.05727814495568	59.797704628892866	26.519648541302182	33.137124235265425	28.446153672734226	25.66806929660982	25.086233773712515	26.22227656812398	22.088070890965252	23.071109010828945	52.472623170989905	57.63184419984735	47.568230157599594	3828	host	addA
gene-FTB24_09195	0.0916961747478589	0.07860923886304046	2.612505581688812	0.8597950977834316	0.5883930298325813	1.1862218902051052	1.5662093002840909	1.1101456534628045	0.8479604075330454	1.2975694499244996	0.5716255425043435	2.066232053214876	1.8726830529047636	3.8824074883063138	2.8915922146216517	357	host	gene-FTB24_09195
gene-FTB24_10270	1.894131549319923	1.659099897965982	4.049304147491617	2.1717937493539035	1.5853306539640113	3.0321828636128174	2.373693623496596	1.3421644837946531	1.9039111037062715	2.1514417120373706	2.267447985267229	3.542719657621938	2.270539867540757	5.5291342871200095	4.210250848345053	795	host	gene-FTB24_10270
gene-FTB24_13830	3.8690197611063346	3.8091728959312094	5.722720206372937	2.621660537077873	2.493743312032824	3.7297869618296473	2.9041034636500367	2.477188425966863	3.1368532281131647	3.4876499129230005	2.1041414821731905	3.529401162668473	4.53723610034114	7.313122138637932	7.105554477531625	1083	host	gene-FTB24_13830
gene-FTB24_08000	197.42045352175944	165.89844941269254	227.84322407608704	241.67145410278357	183.5492056562737	211.53179023454854	210.66192775537488	208.2840166535772	207.54990578347397	235.22515580523333	213.0092963082772	223.4857540061246	291.3754379090844	268.3191544514467	276.5228286781047	780	host	gene-FTB24_08000
