Geneid	0_R1	0_R2	0_R3	1_R1	1_R2	1_R3	4_R2	4_R3	7_R1	7_R2	7_R3	20_R1	20_R2	20_R3	gene_length	Entity	Symbol
gene-b1314	12.255470900770396	12.714448422668603	9.970972654614489	8.951892784166333	8.747427563686585	7.301045714220089	1.191465141120833	0.8372120150428536	0.2797284781395981	0.5089947901712784	0.38415781941071075	0.1986351755100207	0.28975274033639564	0.17015610187526573	789.0	host	ycjR
gene-b1821	327.706369655623	513.4039606824108	476.5054726247407	788.6154828001704	944.6074211784321	834.2463152381553	59.2722387465786	70.99703806868854	27.16977547407333	30.860935066960767	26.372061662685198	14.428480796332648	22.68005080609288	12.66762662135411	567.0	host	mntP
gene-b4418	1596.206687563055	1746.550006115237	2177.250800319778	1472.0031860928882	1172.0113583961709	2068.397247572279	172.43814134126896	238.65700330797992	45.18591488830856	61.21834803883347	60.77952560952696	20.958244192836588	26.37864370677879	16.682345869652533	169.0	host	sraB
gene-b1163	25.747795694204054	21.251705501764455	30.78590694166615	32.275902848624085	34.71297927967109	46.016795664367145	7.950228104397243	11.798009269642916	2.07594535435184	2.3983469745269947	2.3063204180188137	1.008614354062516	1.2024918026398748	0.7200045944449672	1212.0	host	bluF
gene-b3628	0.0	0.08368117955860467	0.0	0.0	0.0	0.0	0.031086838503450308	0.0	0.0	0.017707093890879124	0.0	0.0	0.0	0.0	1080.0	host	waaB
gene-b2586	204.84070533766615	235.98092635526515	254.60535756509123	199.96864345912581	213.30786293777743	203.25084942939	24.040488442668238	25.304687554887295	6.266953941727516	7.673074019380954	8.211571001950965	3.7729648059375602	5.203811657175754	5.386701039921607	324.0	host	yfiM
gene-b0737	592.0595805949608	781.6908939339373	705.7845390926427	589.5669488116154	595.3687085646169	749.8204118114422	89.1425187215822	91.9547456909304	27.13438894701671	28.864862664716213	22.889264821482914	15.468778784782964	21.071829021660836	14.432699489580171	693.0	host	tolQ
gene-b1151	0.23181737966790958	0.0	0.4742071985829313	0.14327822554988714	0.19946015686228302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	474.0	host	beeE
gene-b4141	112.67873789481098	94.18626319770398	90.66072040497447	129.50641825681757	126.66053187747345	115.1938368008739	6.7574922455710125	6.893394281938555	2.423022765059326	2.9210365864858363	3.000729973100477	1.7455243824054805	2.250683800757379	1.4952619739969653	1257.0	host	yjeH
gene-b3682	23.513723350019074	21.013273978049618	21.73742380664721	26.410952909695865	23.1496905513867	21.55078589045885	1.796128446866018	2.3185969639549184	1.2715558722345686	0.9050292433115998	0.6929595782237102	0.19348537466346463	0.3528007903170003	0.13812053948516942	486.0	host	glvB
gene-b4421	537.1981411504357	546.4381025176885	536.9606178620726	559.0318365885624	642.5498142120191	572.1733653916824	70.5671234028322	105.41621024050205	26.975149575261916	32.04983994249122	31.49501283026763	9.867754107836696	14.023831415100762	9.323136415248936	108.0	host	ldrB
gene-b3427	2.727553424603277	2.563848905625335	3.1882866968554535	3.6124403675875802	3.0173653516826224	4.178330562272475	1.5477277042143347	0.8267337670448205	0.15652891436322197	0.40688641281169063	0.23884989717498098	0.2223023453580232	0.0	0.0	282.0	host	yzgL
