Geneid	0_R1	0_R2	0_R3	30_R1	30_R2	30_R3	45_R1	45_R2	45_R3	75_R1	75_R2	75_R3	135_R1	135_R2	135_R3	gene_length	Entity	Symbol
gene-FTB24_02870	165.80102237288935	145.20051367400416	111.93766474573195	172.37627283111667	176.0843133197171	165.73161372151284	184.61707497316772	153.86051718293666	164.64654717821358	112.14560628249802	114.07002320095964	122.48165549429491	104.99161682856	68.9655950592102	79.96940198402451	642	host	gene-FTB24_02870
gene-FTB24_11145	122.46715421539207	108.29393280580442	114.76474127299447	110.67322119343515	92.18830322707372	108.83817072079805	75.62892874121079	78.9694440005492	76.25764586444542	65.54069138031957	62.34780578450931	74.14421596810139	140.38324832384842	118.75891354916818	131.17031504596534	957	host	gene-FTB24_11145
gene-FTB24_06410	142.81613852487834	65.43372956969482	194.48879383327073	218.08004310849077	78.33348469569651	107.14128465347022	80.92227728682772	61.149887509876834	74.3985658226787	51.45176173667477	49.37132956837344	52.998478324506976	102.16241526269656	105.17752176999579	89.20790714419641	1014	host	gene-FTB24_06410
gene-FTB24_08055	127.73684688758401	92.08732529343013	76.24166532962879	112.09824304645007	86.52268574814518	96.70533641523738	63.30847953428256	59.65968546455647	67.16534169669572	37.196198979819656	37.531543389780126	45.45577785986652	64.33699916120494	51.19045421109386	71.13794261921787	2559	host	gene-FTB24_08055
gene-FTB24_13835	8.868002748394572	6.847734006460072	18.66946497363249	6.656072151820429	6.403899433284453	10.479306048463048	7.208638341721253	5.84675998750754	4.798805644533382	4.621926749153615	6.169923445116393	7.710059704605659	11.495046100294985	14.539560828269236	13.548985040204302	2082	host	gene-FTB24_13835
gene-FTB24_00755	180.75241055042727	113.77984971808927	210.35682054487856	178.62407833889364	108.23098939667878	122.23089786416844	94.82458730709932	86.57137842948538	82.96367139322737	60.84027329819242	52.39305483304858	59.639988638717	101.68710066931106	93.30595726661514	89.24663846174518	747	host	gene-FTB24_00755
gene-FTB24_00310	9.166548805218193	10.819578948978616	33.268780250301184	13.29777351094171	11.671097278968382	20.953911397204546	13.425895878990056	7.984987860772654	14.224561775812125	5.451323516102883	9.676898693647086	11.915367704697402	8.25141178958616	16.82390768805459	15.079531175644338	1191	host	gene-FTB24_00310
gene-FTB24_09505	18.52493149380351	11.863243325910577	24.62682779057649	17.76659258985914	11.365349342009537	18.20075468322362	17.982728285961716	11.379631417993439	22.74082842084757	10.404689595638674	10.004502034838264	13.04886776929149	12.22870428228148	23.479022536534416	31.04194066166294	312	host	gene-FTB24_09505
gene-FTB24_10810	12.271292199716974	13.752294810928188	19.11216534165634	13.870551812647085	11.067099410231963	15.546605073031776	15.039058751253334	13.057065712547523	15.525130750850314	10.153803085825732	11.788744435955916	14.138845986962973	13.56227268982617	20.3561102096443	22.659023410442728	1884	host	asnB
gene-FTB24_06690	124.6849664824355	145.45988015977852	109.90426626752297	114.35998192096321	136.39371281560514	114.7515202954413	100.11954586016591	111.53230374075247	123.571703191647	82.3503554981664	112.30184483085466	97.84796462812922	124.69669706977555	87.04665022938136	104.04012603402673	573	host	gene-FTB24_06690
gene-FTB24_09205	18.039259132542746	16.327140377632738	22.344817707140386	40.48387614857791	31.130330350536145	37.387428425573965	35.93312807163406	33.81376192775194	38.72146194034528	37.517005951272424	41.27700165384956	40.60355233200275	36.373837456592106	24.93462882465532	33.52678587356741	1335	host	gene-FTB24_09205
gene-FTB24_13440	115.71128380513903	131.83756496922845	154.05144421831736	115.48285183408443	123.94988558074834	101.30804135910957	105.19896047287604	121.66100153059396	118.70888040535104	87.47572044209734	104.37129149858298	99.81628117575406	131.50113613952158	103.35995771647661	126.64394998885736	444	host	gene-FTB24_13440
gene-FTB24_08760	16.347474380026675	12.34218098072583	23.57567323448165	23.552772721329116	17.786954442903156	26.26773327780183	19.84460561974939	15.493443970111416	22.969146994795317	20.503499478773502	25.091677129176354	32.16602847823879	59.97701049916404	46.762645604257116	71.05157460472408	933	host	gene-FTB24_08760
gene-FTB24_15830	730.5257774406484	510.41380454219797	674.7928964143189	662.7850775165622	525.3572044585286	498.8513437397795	519.9801908163085	495.9214962340803	488.98863949753553	460.5626469414817	424.65711549818343	481.848898043851	578.458366967445	381.9263271890975	470.60623699304557	618	host	nth
gene-FTB24_08635	64.85155415693404	79.96704760428612	58.76368875300414	74.23897617905428	81.26224779536818	94.78229266322008	60.391995827021425	62.96052025610061	71.89659869788373	52.60148628906219	58.22064378607268	59.64161070107119	89.52276190488386	66.33207510730065	87.3912671432307	864	host	gene-FTB24_08635
gene-FTB24_07365	67.20315186225909	59.61418655557619	93.51201140762511	59.54288255484813	55.97499869039363	65.98737012496017	58.71257436353362	55.38461005407645	51.04017038017114	36.75811110840166	36.33819129895277	40.222224263569764	62.23818424684673	64.5950931042316	66.19925075821658	1044	host	gene-FTB24_07365
gene-FTB24_08505	266.8492414876049	271.4602190037214	177.48779029727325	268.179355857365	354.4909546002346	367.33943241939903	248.7200181651965	254.37521815512014	289.1567008077355	173.11285898653622	173.59409923463656	186.43282545996732	236.16103490652574	158.8854401787397	216.97018807822073	657	host	gene-FTB24_08505
gene-FTB24_07540	11.830792055224993	9.966219582730023	13.933279422561574	8.909656224588117	11.714741090327696	15.224620034881418	11.37661029841851	11.601531818683437	12.4604260613958	9.174122237782301	10.212310682446182	12.771185208028907	13.43716988845245	14.491503524033112	15.997183444897201	2022	host	gene-FTB24_07540
gene-FTB24_01825	25.12300894560883	17.897386844768796	36.40907481195034	24.19640705095102	13.65862427590835	22.55403460453266	19.22153845677241	18.08096991970069	19.306499230760384	11.164397089923403	11.44959677320379	16.048036107376266	21.838736536438038	23.83964804608249	26.554756143148555	1080	host	gene-FTB24_01825
gene-FTB24_14460	226.94610989357926	159.237045883208	208.1977720398142	455.6679306266925	231.75141633203555	232.0084782528031	184.1675210086357	156.46028824197083	158.54235385260014	116.72398991407532	110.69388014139693	105.80641255642455	172.44545699759647	140.83668114536954	133.7669094117327	885	host	gene-FTB24_14460
gene-FTB24_19420	50.11859772750367	58.02597558587655	40.653810955872295	42.946003856666316	39.024640788309576	56.13800024265798	60.113691698786305	55.349907917451084	55.54449183452889	42.63327460163058	59.07420249142594	62.16113698350921	67.29022462207799	56.428575171839015	53.98016002869542	378	host	gene-FTB24_19420
gene-FTB24_13430	8.471199828824721	10.447955968399192	24.352630180926756	12.766948443969133	8.790726486040745	11.889940245321963	14.331963347505168	9.664109093672822	13.582461770384194	8.933243902644548	10.255871432698523	14.808076216580034	18.301158167544145	27.879170419526677	25.043154158230884	1194	host	gene-FTB24_13430
gene-FTB24_10485	1363.8067845258927	1553.2769845717326	1140.0616862696352	2034.520472634584	2728.886369367508	2254.019777348694	1810.251645986659	1843.7362728549417	1877.7127477658894	1107.6439370914702	1066.9317331346872	1111.3065229065537	1545.2874486599135	925.5279206337115	1339.9268755510043	372	host	gene-FTB24_10485
gene-FTB24_05720	172.9291195349272	122.44179956759541	228.16555233213913	172.210572855509	122.01619962509784	132.6935426404303	118.29601980885658	112.13539723630988	108.4536779077353	97.35995775499003	91.22177277066986	83.34026610820192	152.20562374155327	131.13308646450255	112.04292368801039	2490	host	priA
gene-FTB24_13405	139.43209698519252	82.00481792933742	168.57435569969175	173.00133788272106	100.18217556217185	110.66473089327317	110.69584309217946	77.90873525245547	88.18373972968934	73.74072672492026	65.54300792553501	64.1339255428467	167.07154246953866	131.01966471102668	113.5136407926882	555	host	gene-FTB24_13405
gene-FTB24_13105	20.038129855296337	18.883281952218898	25.912300133839636	15.367581065983837	302.02974755525474	18.19638055328293	13.983829347485297	14.861071166877277	17.411112319977974	13.76432517935762	13.43070136183767	14.60656039928519	12.582350220429651	17.216688564259723	13.596416799096946	1314	host	gene-FTB24_13105
gene-FTB24_01400	24.054440662104906	25.793253781770737	64.39283686554235	16.325102001433535	9.225337222001889	18.05055590076533	10.100403483264907	8.983621418087406	9.417804502809947	6.32878580680461	9.063311947937104	8.511317234882812	15.30815309584302	23.522332887595862	19.439410220517043	861	host	gene-FTB24_01400
gene-FTB24_15420	128.00265589097066	121.79237804221303	72.97188252247331	140.06083487749015	188.73345506522026	168.54954519536065	175.95182141676503	185.11309463509096	160.16514157763464	141.01842854870281	154.35517425179037	132.1473675901193	179.63868277031625	102.89054485878178	113.2197431543276	735	host	gene-FTB24_15420
gene-FTB24_16070	134.00186665858917	202.2113869678686	133.25938866822986	89.63235969124663	117.6412096931658	130.0226312595975	127.19594345889298	119.31332333758927	130.54689932610617	85.66020601853708	96.26379123285322	94.64465621641341	96.80255148388699	75.49392054127924	81.56666802405616	762	host	gene-FTB24_16070
gene-JD032_54	20.0686757849538	13.137443534989863	30.13164812023476	1308.2557357775565	855.7653440559502	1137.595064424327	22306.27069093478	21212.32386933301	17272.680202419975	40840.59907961803	32273.523114184758	32812.794740098405	24359.02308011006	36246.18990444114	29771.059500729287	240	phage	gene-JD032_54
gene-FTB24_03095	417.5101608594969	533.1717874074212	417.8561889447314	388.63694739365815	463.9561173227294	486.90857827928	400.0951134523971	439.28851970070855	467.00358349215253	354.4515793654924	408.5808082930131	478.90056210997113	213.8764453793056	150.35219595577786	193.56293778327083	786	host	gene-FTB24_03095
gene-FTB24_13905	8.919411459979468	7.139914964668404	27.89967418540256	10.425535235021512	6.238313972169679	10.723544060437309	9.091268189013977	6.971153175209276	7.9605791099055425	6.239717123574979	7.4339008175534325	9.28955110242418	12.645591928268349	21.69507719674871	19.970482591261312	1728	host	gene-FTB24_13905
gene-FTB24_16440	164.20636497822198	168.616231805609	138.94037744330473	194.5611094233289	192.5078025348698	201.90703861922736	173.77309767001006	166.8850041809257	178.98733661850775	132.49133546522563	136.7948911563552	135.06199515872373	201.81561822790678	132.80379668851143	153.58226175906248	1800	host	blaR1
gene-FTB24_06670	1860.5231608371987	2140.9167242205704	1753.9595171223075	1716.5599210893538	2068.0558038266363	1971.2871963143682	1329.3454374158218	1380.2067947361709	1498.9351486104247	1115.2469315254682	1325.7817881722708	1361.869134242669	949.437881447976	641.9304578470934	814.7328096087329	486	host	gene-FTB24_06670
gene-FTB24_09425	2.437843479300245	1.7346431150604364	12.364215696481004	10.02020406369496	3.8459750484891275	6.699307352290552	7.403734986280984	3.9424939340925524	4.240310297428393	4.86218528361423	5.251821024795792	6.896854312768381	8.568854772176465	13.241964988067132	14.141887841819026	2766	host	gene-FTB24_09425
gene-FTB24_06095	659.2016262762164	520.7706252850554	601.3960310368695	808.9488438821087	617.4329605890438	659.9554953247489	439.68213583518417	452.96698937083954	424.7667595536137	306.6930530632805	332.5634469511754	245.63093186996778	435.7938544137367	319.2017677040235	335.8984723603503	1218	host	gene-FTB24_06095
gene-FTB24_17775	127.84489759303902	128.201139810046	133.63943934807824	167.90840044447827	179.92610824994654	173.790597934313	156.36981285104042	199.36030469903744	197.08717964734564	96.40027487260784	101.82359848790944	117.61379482721397	97.84610389364884	90.7702080415693	108.6568382513095	540	host	gene-FTB24_17775
gene-FTB24_02320	2.6568459668023947	2.5926499729859733	27.068620060730993	1.8720624410793827	1.844249595355874	11.48162576134674	6.300331754088715	3.896976108694816	8.044374679483495	1.781552727115437	5.818221041537147	7.01227909304175	2.869921572372959	18.591232696847026	14.671340680414131	846	host	gene-FTB24_02320
gene-FTB24_10180	13.501861384372589	7.126814203265343	29.832174553290532	12.562354786669735	8.349882342276365	14.509631087398454	12.010482745119385	6.495189361122075	10.848835576918109	6.381906593393054	9.086657811458606	10.315959421279983	9.28116838771989	22.64908407126566	22.788605587728327	1308	host	grdB
gene-FTB24_12465	2029.5091614322512	1134.477565463004	3132.918798142358	3396.591790482714	1085.1635551750705	1278.3635328822063	1052.4391729359093	988.4022717342874	1153.7489684536135	941.9960044622871	764.5748285855242	877.2567388897965	2080.7325619700155	1794.7641050721454	1483.3828343369416	312	host	gene-FTB24_12465
gene-FTB24_14475	504.7156622698726	499.23598520771066	359.039945034215	555.2278984732335	612.1925827643536	542.4992034134468	432.3502615603002	420.2428745331239	441.0536462199571	302.5048177017708	339.4631035269259	346.73562855465127	403.10852430342015	279.01778235438053	360.08789732156447	522	host	gene-FTB24_14475
gene-FTB24_01565	94.46820137613038	92.18561512643171	77.29422778668918	88.51294357966472	109.15479166315386	98.21743637065892	85.37886647073998	83.79932303834177	93.1748441136697	72.08317251537503	88.64858759565385	86.73525672040361	50.18441119690429	36.92391549287727	47.28752868712927	1380	host	gene-FTB24_01565
gene-FTB24_17390	127.57943891863488	61.19927112572917	129.13563480100612	169.6890884092669	66.27622287726133	79.61119576665669	73.88974604642483	58.11740331332364	62.05660467030125	47.27232696385837	30.01350610451479	43.62050082877441	94.62687837479716	85.60471347091486	68.84336077392378	336	host	gene-FTB24_17390
gene-FTB24_07855	120.14447236592343	92.53329794210251	111.61264657870294	129.34079405417458	126.11900857841144	134.61852924386397	91.87375881297841	88.76112506034883	98.10114921630122	66.66433262348494	60.42719229042312	73.67017917748568	84.20759882138314	84.74546016716187	95.36204722488726	1200	host	gene-FTB24_07855
gene-FTB24_06030	222.35715893188248	181.065561845788	173.29234247552859	245.9916414654944	224.6347957836281	240.41006729587394	151.02114722032076	169.0688096387597	176.52303874134205	130.99720529130062	108.40559012397517	129.97407445694284	170.43984935645923	117.84251742031935	145.9745172606975	639	host	recX
gene-FTB24_07860	252.20036475462902	236.68604337966636	189.75119724419295	283.7183494161595	304.9125866107316	336.4587036555829	229.01596717714597	258.15896082565104	284.9731772684093	165.22896291996267	166.3023811300061	188.52879133979945	135.00169996987935	114.39303970600353	157.2796472615109	501	host	gene-FTB24_07860
gene-FTB24_14660	7.068212855078069	3.6211493254771074	40.36503804786166	14.44313834259169	6.422923462110748	12.594126974449074	10.586058915509536	7.336948342814099	12.385301393317985	5.395855197306957	10.419783251378721	12.87582078970951	9.162089246141596	27.372214508741116	25.6660383532665	795	host	gene-FTB24_14660
gene-FTB24_10800	433.12292333123094	270.6212743499602	236.52563161738686	440.04864636703684	387.05786608891344	388.4349772318191	279.0770350368525	275.7223203823814	256.0862074131948	235.07975219635452	165.8777539455049	161.12212626218573	370.8125609402509	256.38720494939196	274.78184085474646	579	host	gene-FTB24_10800
gene-FTB24_09880	628.2746413761147	591.0688628962565	266.20372052023123	248.93864460401943	457.8073596418437	481.92670081209997	197.66381010260358	201.71420987388606	188.3560900561989	71.63646913234153	102.81049245557371	106.5490824218663	84.28436339027019	57.220994187555895	67.5282883128448	369	host	gene-FTB24_09880
gene-FTB24_09875	608.2603522464046	788.5252429272813	263.34570511587293	420.8887213186492	1014.2105108438326	787.8894087646559	343.8209927650095	635.0389435211949	698.6833715522129	153.17008202638817	318.6799916463115	280.87346875113275	152.74582584667925	186.1142030335045	232.39924128797904	246	host	gene-FTB24_09875
gene-FTB24_00590	16.680457795286276	18.39687180506768	43.69741177609803	24.853452342771416	20.26279425546843	34.93350591284479	18.823479218811872	18.11451531843854	23.819706843145934	18.57015100371875	17.150574916865597	21.652889300286287	16.01618569517228	35.90909329117028	24.016309153948278	231	host	gene-FTB24_00590
gene-FTB24_07235	56.61887274595663	88.079646636605	84.42684014365297	97.55073198407132	95.24492179019703	119.83898888297963	98.25345744648648	86.37210927197506	94.43396362871928	70.01085131640932	74.2363049541622	72.49010765748018	102.21198941606549	82.74704106226194	109.47449004417054	207	host	gene-FTB24_07235
gene-FTB24_14160	218.97886233549588	155.81401313059965	270.19691019292486	172.6563292994836	112.85158418127554	116.93710066708918	81.39985138229096	85.92021473445165	82.44824671496853	71.33669615969973	61.79830109388619	65.08909704723496	94.51518763310887	84.1803334530713	75.9433197992286	915	host	gene-FTB24_14160
gene-FTB24_19085	534.1736418809925	376.56440406251136	259.46696992424376	623.2407876760112	816.8907980399032	715.8253927655355	619.0720719185708	817.9486392245549	662.320181944141	451.5855489577992	561.7342624005485	425.79353072367445	1029.8463013751661	607.7946531135118	712.7702851100859	162	host	gene-FTB24_19085
gene-FTB24_15055	326.8592657938309	177.70455023174694	396.52411936003386	433.0606943778166	211.2818442679573	259.26762171928266	226.14529620172272	197.83398905646533	198.9306821780606	244.08699887705131	184.94433622735738	198.71561488663897	408.27196796980667	327.4211075785179	309.5152724226004	864	host	gene-FTB24_15055
gene-FTB24_16975	166.88468918578405	120.14630739299953	162.70464197842242	130.54136344395837	93.97054947551611	112.34989544417165	118.1257970834233	92.82983706801058	98.18647973276117	73.43942010984841	77.04401567015636	79.11783466347453	109.85400731633207	102.9170275011734	106.43058383710225	963	host	gene-FTB24_16975
gene-FTB24_10290	14.08328125259916	12.950129166686011	7.726063620573017	20.57184405141585	20.481555866863506	32.26726592039645	24.98652772365207	18.82345046585381	9.18426582839816	10.952304837514394	13.123314410071245	9.104773902182332	12.7943062347315	11.921237448890539	10.913058341964284	741	host	gene-FTB24_10290
gene-FTB24_09720	111.89807104337878	83.69807387538557	99.4242934607073	127.75880674285433	85.64498671839968	93.41957445417134	98.23292380856662	98.05421703796752	101.57038736721584	54.130410132961956	52.8183811132202	58.878700707152284	108.22047695418492	76.89624017907171	83.16005103149949	891	host	metA
gene-FTB24_03750	129.7804298337952	75.13682325234937	69.31851935191965	64.21865202662413	76.89586872936529	62.405036662601184	63.28150244701964	59.003879873929556	51.61357176903505	44.43856559799145	49.23915990300712	50.31049561161155	81.90603912205343	67.4801753122663	67.38462929756611	1341	host	gene-FTB24_03750
gene-FTB24_05005	24.53811886369897	27.736543024318827	33.99130610361272	34.29185119964079	25.80778016526183	27.842846051835537	31.23811926705489	23.62533584471751	28.664671346980487	26.15776610756323	21.8438909057604	24.88971808570534	43.58771715595262	35.12505195293512	34.35446725026707	687	host	gene-FTB24_05005
gene-FTB24_05115	728.9312124190117	705.9160064378361	978.4127119501518	584.8097127361517	577.1402777592043	815.895899592783	462.7142016201597	660.2428514341219	768.9312624664914	430.43637056243153	800.3601627870612	625.728563612764	415.9548399130896	269.93732198190077	348.01891827176723	87	host	gene-FTB24_05115
gene-FTB24_05865	408.7501100416536	307.5180672350153	459.8469541952944	578.93025027558	327.89217154659815	366.1898637830937	275.22322631822703	274.85105134517283	287.7711979936312	254.85463627309557	223.019277792827	230.96596715103615	340.3926438843219	290.378397641031	272.43273790245166	555	host	rsmD
gene-FTB24_04925	3508.440126374249	2876.688343718306	1850.526994050852	3639.4363205917766	3415.1447496309665	3074.479501006518	2301.8728611997785	2303.5625313281007	2333.6169709738865	1456.8639458398259	1407.1448443419029	1417.9480631162328	2506.3759257516676	1485.6343480230682	1713.313271308383	258	host	hfq
gene-FTB24_06460	813.392780560063	375.14495143393214	257.5769919955552	980.2737929879423	915.8565123963607	901.1794155264485	661.6097107875979	788.9877783142118	706.0885000927286	567.0156263970404	577.0338592997037	606.830479868876	1063.1362160195783	793.6681855914032	1107.1269033981132	558	host	raiA
gene-FTB24_13765	159.41700451120042	83.36913874732561	185.56781725040085	308.5403914205767	125.35089622877429	152.01428866097115	114.17623156861085	106.76112332792368	107.99383876140462	85.3179887330685	77.96611930598095	80.03928887704062	181.4894447456982	156.7786510384872	142.98546889186596	3828	host	addA
gene-FTB24_10270	9.289651180959748	8.104477061782097	20.27727263437182	11.20588319683838	7.493410705795872	13.90993128521241	9.527453023958584	5.582460695619424	8.196155333813373	7.00002836407389	8.00360162787061	12.290556208359078	7.853219353835654	15.041167378565662	12.655604164974728	795	host	gene-FTB24_10270
gene-FTB24_13830	18.97536842455466	18.60729085529095	28.657061462457808	13.527077223145625	11.787221035037039	17.110142323578643	11.656394512230033	10.303362360256823	13.503853340074787	11.34757598954499	7.4271649455309	12.244351109831413	15.693144553640499	19.894234510343647	21.358605004652254	1083	host	gene-FTB24_13830
gene-FTB24_08000	968.2364194094633	810.3913329744247	1140.9464451681201	1246.9609913425422	867.5853073716399	970.3876049529224	845.5478840059199	866.3150832355292	893.4825076697091	765.3392389706219	751.8768067720757	775.3264403719595	1007.793459578567	729.9213770916728	831.2007023773436	780	host	gene-FTB24_08000
gene-FTB24_18765	123.17943042708814	74.26399888600666	109.10811929488845	168.61881854112482	92.57439386907377	106.36498987995691	65.66073012407607	57.1889052821621	59.22561389218486	32.45541922300978	36.96842431535881	35.69840883446961	84.8096574852982	82.70819154622579	81.94108674801917	1929	host	gene-FTB24_18765
gene-FTB24_12905	204.8089723350961	159.89292813129848	353.97900134041555	77.64252483671261	48.131742510737325	61.48040605181843	47.681771073191456	46.227372725552755	45.9181603326193	42.82393478359393	43.623234097853334	50.72029405676111	59.3708099798236	68.51843206369247	61.16182735247828	1665	host	gene-FTB24_12905
gene-FTB24_17835	119.65642350630262	84.55936500348813	172.79260005457624	160.99270532541559	99.3767015423232	128.2550120185193	79.63381380941716	73.20698180371544	85.04053232596837	55.72212501053004	48.48250377015752	62.991288018518084	79.38254828566494	77.78315224532565	81.22188905828783	2709	host	hpdB
gene-FTB24_18620	356.11576125399506	368.10228262290434	238.38721609527298	269.6636610728885	318.70123310452817	312.7123816333976	303.6194963442129	285.69497925068185	282.44693319075384	187.02750680555445	183.0453335263001	188.84266202415918	226.23789157028946	163.8075305072521	199.088117095081	486	host	gene-FTB24_18620
gene-FTB24_08600	2.0271389681771517	1.0385330857699497	17.627521417140706	2.499628827577585	1.5521163949895853	7.0442048960057395	2.5975051968611367	1.4942950346860076	3.900302874901089	1.8542267894103557	4.143278620488574	5.287333433790837	2.627655465614202	13.057852105880103	10.131173729725829	1188	host	gene-FTB24_08600
gene-FTB24_16065	158.9276951050887	180.8432280020739	129.65739494161625	112.78325270030065	135.24903478801556	140.68283492308606	144.79910788320447	137.04820175263097	148.3090168181139	98.37161072240202	103.80428777965521	113.03143918459524	118.65324235840131	90.7520721358667	109.6066357884713	495	host	gene-FTB24_16065
gene-FTB24_00430	564.561057762644	660.9751137996125	636.2304573744407	532.5688056412907	538.0580483987299	573.8971839922906	568.1402387979581	550.5154285684614	516.3128931606519	357.3393293922667	337.61671655595046	333.6729390470255	400.7236267114842	243.77722487808558	306.3699041701333	852	host	gene-FTB24_00430
gene-FTB24_08745	19.74075624598397	17.52779124659773	35.07973739488116	29.436805369472502	25.378156530746004	31.1939146957313	26.24244220946472	19.476063855445357	30.048105420423642	29.552815826267835	26.92388047610886	38.86881228533493	67.39592784925838	49.99109066025667	74.13309453656227	2448	host	gene-FTB24_08745
gene-FTB24_07175	286.63057844273004	383.3771289503306	294.5070691977748	210.27386096666223	286.88453335708414	286.2113323424318	233.77546771750232	282.25894490538695	296.1420644718331	187.3347986275283	225.18607969941044	255.64406512080222	318.76281445010255	153.37443236228663	303.87081883840796	177	host	gene-FTB24_07175
gene-FTB24_15310	347.65278560805467	315.68234714014807	210.65318883039444	422.89140289951524	374.4492195428486	377.20680175950474	450.77620721710747	371.3706104851382	366.7866409202665	330.7034710517828	307.0083830538154	304.71454183696864	340.08414148346253	192.97711203804485	240.93680883529507	786	host	gene-FTB24_15310
gene-FTB24_07150	38.382713249911646	48.50460264522273	58.86373881411983	38.40413339681496	34.29727060454288	39.80924341843993	22.994308300082196	28.409103258971914	28.08937388081942	27.559025603436396	37.22986822800469	34.00651066432686	85.44905833808808	60.927723862887284	83.6250020116675	732	host	gene-FTB24_07150
gene-FTB24_04940	59.742761524183805	32.78427436408406	74.56400458192905	63.79662095780842	29.860959955427166	34.6342397033729	31.731296172181754	24.35340194242522	26.2054975708382	20.661152509265875	19.066751800467387	22.018350679959998	51.66994533307484	53.61496200537613	45.4955651318609	1083	host	gene-FTB24_04940
gene-FTB24_10260	12.402229268161927	14.361428957504447	20.247192123120715	20.320792068764064	20.26279425546843	16.129791619017222	25.975051968611368	11.942161950674297	24.822641868120503	34.84273377514557	9.9092210630779	21.417896703228916	13.58039078736483	20.747476123787276	31.343318726339284	945	host	gene-FTB24_10260
gene-FTB24_02970	11.821548323077266	7.84324987163574	31.106054651486136	19.304596127488743	13.196018746471731	19.701995250182367	15.561769940597916	9.588977263093835	15.848618771519723	9.97874068255496	10.631649923589322	15.220154849708353	12.942183636607266	24.118047732875564	22.080666326615138	2010	host	gene-FTB24_02970
gene-FTB24_08825	426.0805962241063	591.3342255894847	520.2171304381994	267.40976940376345	366.5424164098964	373.6812197533438	295.8440762195012	334.7503521854536	370.82605229814163	270.5219294866056	339.3861735581371	322.88965383126856	308.58013872146716	193.93412753071058	246.37814301958682	861	host	gene-FTB24_08825
gene-FTB24_14600	429.41409357965046	338.40915809536324	283.10592709347304	234.23358902358342	270.9905966562008	216.35852557185314	229.07008290401905	219.1007537051818	190.44350279543994	185.57483341778556	183.53306927808728	182.16243228601425	247.48652756008528	141.4565879489232	172.48839139335274	1878	host	gene-FTB24_14600
